LOCATION,FREQUENCY,SECTOR_TITLE,TIME,VALUE,SECTOR_CODE
FIN,A,"Water supply, sewerage, waste management and remediation activities",2013,12.1,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2014,12.05,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2015,9.65,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2016,10.925,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2017,11.875,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2018,10.975,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2019,9.925,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2020,12.025,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2021,12.95,E
FIN,A,"Water supply, sewerage, waste management and remediation activities",2022,15.275,E
SWE,A,Construction,2010,237.425,F
SWE,A,Construction,2011,244.125,F
SWE,A,Construction,2012,251.2,F
SWE,A,Construction,2013,251.575,F
SWE,A,Construction,2014,251.925,F
SWE,A,Construction,2015,250.225,F
SWE,A,Construction,2016,261.75,F
SWE,A,Construction,2017,272.875,F
SWE,A,Construction,2018,277.775,F
SWE,A,Construction,2019,288.25,F
SWE,A,Construction,2020,276.35,F
SWE,A,Construction,2021,271.95,F
SWE,A,Construction,2022,268.975,F
CZE,A,Accommodation and food service activities,2010,151.675,I
CZE,A,Accommodation and food service activities,2011,148.15,I
CZE,A,Accommodation and food service activities,2012,142.35,I
CZE,A,Accommodation and food service activities,2013,146.0,I
CZE,A,Accommodation and food service activities,2014,161.2,I
CZE,A,Accommodation and food service activities,2015,158.8,I
CZE,A,Accommodation and food service activities,2016,144.175,I
CZE,A,Accommodation and food service activities,2017,139.575,I
CZE,A,Accommodation and food service activities,2018,146.85,I
CZE,A,Accommodation and food service activities,2019,156.1,I
CZE,A,Accommodation and food service activities,2020,139.525,I
CZE,A,Accommodation and food service activities,2021,120.8,I
CZE,A,Accommodation and food service activities,2022,132.575,I
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2010,443.025,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2011,449.075,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2012,447.7,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2013,445.175,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2014,464.375,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2015,461.45,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2016,464.4,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2017,476.375,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2018,474.35,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2019,495.525,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2020,485.3,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2021,488.3,G
HUN,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2022,506.9,G
JPN,A,Financial and insurance activities,2010,1870.0,K
JPN,A,Financial and insurance activities,2011,1750.0,K
JPN,A,Financial and insurance activities,2012,1850.0,K
JPN,A,Financial and insurance activities,2013,1860.0,K
JPN,A,Financial and insurance activities,2014,1740.0,K
JPN,A,Financial and insurance activities,2015,1770.0,K
JPN,A,Financial and insurance activities,2016,1870.0,K
JPN,A,Financial and insurance activities,2017,1900.0,K
JPN,A,Financial and insurance activities,2018,1840.0,K
JPN,A,Financial and insurance activities,2019,1860.0,K
JPN,A,Financial and insurance activities,2020,1850.0,K
JPN,A,Financial and insurance activities,2021,1860.0,K
JPN,A,Financial and insurance activities,2022,1800.0,K
GBR,A,Education,2010,2910.396,P
GBR,A,Education,2011,2858.631,P
GBR,A,Education,2012,2877.423,P
GBR,A,Education,2013,2895.19,P
GBR,A,Education,2014,2954.042,P
GBR,A,Education,2015,3035.863,P
GBR,A,Education,2016,3038.471,P
GBR,A,Education,2017,3028.832,P
GBR,A,Education,2018,3013.196,P
GBR,A,Education,2019,3143.129,P
GBR,A,Education,2020,3183.076,P
DEU,A,Human health and social work activities,2010,4188.725,Q
DEU,A,Human health and social work activities,2011,4324.675,Q
DEU,A,Human health and social work activities,2012,4428.525,Q
DEU,A,Human health and social work activities,2013,4431.925,Q
DEU,A,Human health and social work activities,2014,4528.025,Q
DEU,A,Human health and social work activities,2015,4649.025,Q
DEU,A,Human health and social work activities,2016,4826.45,Q
DEU,A,Human health and social work activities,2017,4913.525,Q
DEU,A,Human health and social work activities,2018,5012.95,Q
DEU,A,Human health and social work activities,2019,5179.025,Q
DEU,A,Human health and social work activities,2021,5194.225,Q
DEU,A,Human health and social work activities,2022,5363.2,Q
GBR,A,Transportation and storage,2010,1199.505,H
GBR,A,Transportation and storage,2011,1186.709,H
GBR,A,Transportation and storage,2012,1181.028,H
GBR,A,Transportation and storage,2013,1238.556,H
GBR,A,Transportation and storage,2014,1215.52,H
GBR,A,Transportation and storage,2015,1296.219,H
GBR,A,Transportation and storage,2016,1318.601,H
GBR,A,Transportation and storage,2017,1278.676,H
GBR,A,Transportation and storage,2018,1314.337,H
GBR,A,Transportation and storage,2019,1243.951,H
GBR,A,Transportation and storage,2020,1278.72,H
LUX,A,"Public administration and defence, Compulsory social security",2010,25.375,O
LUX,A,"Public administration and defence, Compulsory social security",2011,26.225,O
LUX,A,"Public administration and defence, Compulsory social security",2012,27.075,O
LUX,A,"Public administration and defence, Compulsory social security",2013,25.625,O
LUX,A,"Public administration and defence, Compulsory social security",2014,27.325,O
LUX,A,"Public administration and defence, Compulsory social security",2015,26.5,O
LUX,A,"Public administration and defence, Compulsory social security",2016,24.975,O
LUX,A,"Public administration and defence, Compulsory social security",2017,24.3,O
LUX,A,"Public administration and defence, Compulsory social security",2018,27.275,O
LUX,A,"Public administration and defence, Compulsory social security",2019,29.4,O
LUX,A,"Public administration and defence, Compulsory social security",2020,33.0,O
LUX,A,"Public administration and defence, Compulsory social security",2021,32.925,O
LUX,A,"Public administration and defence, Compulsory social security",2022,34.45,O
POL,A,"Employees in all activities  , Employees",2010,11917.72, A-U
POL,A,"Employees in all activities  , Employees",2011,12003.75, A-U
POL,A,"Employees in all activities  , Employees",2012,12099.13, A-U
POL,A,"Employees in all activities  , Employees",2013,12169.55, A-U
POL,A,"Employees in all activities  , Employees",2014,12474.63, A-U
POL,A,"Employees in all activities  , Employees",2015,12668.38, A-U
POL,A,"Employees in all activities  , Employees",2016,12840.8, A-U
POL,A,"Employees in all activities  , Employees",2017,13069.55, A-U
POL,A,"Employees in all activities  , Employees",2018,13142.0, A-U
POL,A,"Employees in all activities  , Employees",2019,13167.0, A-U
POL,A,"Employees in all activities  , Employees",2020,13061.67, A-U
POL,A,"Employees in all activities  , Employees",2021,13370.47, A-U
POL,A,"Employees in all activities  , Employees",2022,13417.5, A-U
MEX,A,"Agriculture,hunting and forestry",2010,2433.441,A
MEX,A,"Agriculture,hunting and forestry",2011,2553.999,A
MEX,A,"Agriculture,hunting and forestry",2012,2670.375,A
MEX,A,"Agriculture,hunting and forestry",2013,2670.9,A
MEX,A,"Agriculture,hunting and forestry",2014,2781.431,A
MEX,A,"Agriculture,hunting and forestry",2015,2839.511,A
MEX,A,"Agriculture,hunting and forestry",2016,2990.049,A
MEX,A,"Agriculture,hunting and forestry",2017,2992.053,A
MEX,A,"Agriculture,hunting and forestry",2018,3037.549,A
MEX,A,"Agriculture,hunting and forestry",2019,3108.0,A
MEX,A,"Agriculture,hunting and forestry",2021,3157.858,A
MEX,A,"Agriculture,hunting and forestry",2022,3090.819,A
DEU,A,Employees in Industry,2010,9942.8, B-F
DEU,A,Employees in Industry,2011,10128.88, B-F
DEU,A,Employees in Industry,2012,10181.58, B-F
DEU,A,Employees in Industry,2013,10136.5, B-F
DEU,A,Employees in Industry,2014,10354.45, B-F
DEU,A,Employees in Industry,2015,10328.08, B-F
DEU,A,Employees in Industry,2016,10492.03, B-F
DEU,A,Employees in Industry,2017,10617.53, B-F
DEU,A,Employees in Industry,2018,10671.5, B-F
DEU,A,Employees in Industry,2019,10752.75, B-F
DEU,A,Employees in Industry,2021,10658.83, B-F
DEU,A,Employees in Industry,2022,10749.13, B-F
TUR,A,Mining and quarrying,2010,110.9,B
TUR,A,Mining and quarrying,2011,120.4,B
TUR,A,Mining and quarrying,2012,108.55,B
TUR,A,Mining and quarrying,2013,102.6,B
TUR,A,Mining and quarrying,2014,128.975,B
TUR,A,Mining and quarrying,2015,113.45,B
TUR,A,Mining and quarrying,2016,122.325,B
TUR,A,Mining and quarrying,2017,133.925,B
TUR,A,Mining and quarrying,2018,147.225,B
TUR,A,Mining and quarrying,2019,122.3,B
TUR,A,Mining and quarrying,2020,130.5,B
CZE,A,"Public administration and defence, Compulsory social security",2010,325.275,O
CZE,A,"Public administration and defence, Compulsory social security",2011,311.9,O
CZE,A,"Public administration and defence, Compulsory social security",2012,303.075,O
CZE,A,"Public administration and defence, Compulsory social security",2013,313.925,O
CZE,A,"Public administration and defence, Compulsory social security",2014,317.025,O
CZE,A,"Public administration and defence, Compulsory social security",2015,315.175,O
CZE,A,"Public administration and defence, Compulsory social security",2016,328.7,O
CZE,A,"Public administration and defence, Compulsory social security",2017,340.425,O
CZE,A,"Public administration and defence, Compulsory social security",2018,341.575,O
CZE,A,"Public administration and defence, Compulsory social security",2019,332.8,O
CZE,A,"Public administration and defence, Compulsory social security",2020,347.5,O
CZE,A,"Public administration and defence, Compulsory social security",2021,342.125,O
CZE,A,"Public administration and defence, Compulsory social security",2022,341.15,O
MEX,A,"Professional, scientific and technical activities",2010,629.572,M
MEX,A,"Professional, scientific and technical activities",2011,676.4965,M
MEX,A,"Professional, scientific and technical activities",2012,690.5215,M
MEX,A,"Professional, scientific and technical activities",2013,716.496,M
MEX,A,"Professional, scientific and technical activities",2014,739.2632,M
MEX,A,"Professional, scientific and technical activities",2015,754.6818,M
MEX,A,"Professional, scientific and technical activities",2016,792.6848,M
MEX,A,"Professional, scientific and technical activities",2017,793.4387,M
MEX,A,"Professional, scientific and technical activities",2018,872.928,M
MEX,A,"Professional, scientific and technical activities",2019,856.3385,M
MEX,A,"Professional, scientific and technical activities",2021,879.0037,M
MEX,A,"Professional, scientific and technical activities",2022,954.1075,M
NLD,A,"Employees in all activities  , Employees",2010,7038.075, A-U
NLD,A,"Employees in all activities  , Employees",2011,7034.775, A-U
NLD,A,"Employees in all activities  , Employees",2012,7063.0, A-U
NLD,A,"Employees in all activities  , Employees",2013,6955.225, A-U
NLD,A,"Employees in all activities  , Employees",2014,6867.575, A-U
NLD,A,"Employees in all activities  , Employees",2015,6917.65, A-U
NLD,A,"Employees in all activities  , Employees",2016,7009.975, A-U
NLD,A,"Employees in all activities  , Employees",2017,7164.6, A-U
NLD,A,"Employees in all activities  , Employees",2018,7329.15, A-U
NLD,A,"Employees in all activities  , Employees",2019,7489.325, A-U
NLD,A,"Employees in all activities  , Employees",2020,7432.175, A-U
NLD,A,"Employees in all activities  , Employees",2021,7818.175, A-U
NOR,A,"Agriculture,hunting and forestry",2010,22.475,A
NOR,A,"Agriculture,hunting and forestry",2011,25.1,A
NOR,A,"Agriculture,hunting and forestry",2012,24.2,A
NOR,A,"Agriculture,hunting and forestry",2013,24.675,A
NOR,A,"Agriculture,hunting and forestry",2014,25.5,A
NOR,A,"Agriculture,hunting and forestry",2015,22.95,A
NOR,A,"Agriculture,hunting and forestry",2016,25.375,A
NOR,A,"Agriculture,hunting and forestry",2017,27.6,A
NOR,A,"Agriculture,hunting and forestry",2018,28.25,A
NOR,A,"Agriculture,hunting and forestry",2019,30.6,A
NOR,A,"Agriculture,hunting and forestry",2020,33.2,A
NOR,A,"Agriculture,hunting and forestry",2021,37.625,A
NOR,A,"Agriculture,hunting and forestry",2022,38.95,A
DEU,A,Financial and insurance activities,2010,1153.8,K
DEU,A,Financial and insurance activities,2011,1142.25,K
DEU,A,Financial and insurance activities,2012,1148.625,K
DEU,A,Financial and insurance activities,2013,1141.6,K
DEU,A,Financial and insurance activities,2014,1132.8,K
DEU,A,Financial and insurance activities,2015,1105.8,K
DEU,A,Financial and insurance activities,2016,1153.35,K
DEU,A,Financial and insurance activities,2017,1146.9,K
DEU,A,Financial and insurance activities,2018,1123.45,K
DEU,A,Financial and insurance activities,2019,1123.425,K
DEU,A,Financial and insurance activities,2021,1098.825,K
DEU,A,Financial and insurance activities,2022,1176.4,K
GBR,A,"Agriculture,hunting and forestry",2010,143.4328,A
GBR,A,"Agriculture,hunting and forestry",2011,144.4655,A
GBR,A,"Agriculture,hunting and forestry",2012,153.0403,A
GBR,A,"Agriculture,hunting and forestry",2013,136.9715,A
GBR,A,"Agriculture,hunting and forestry",2014,160.7298,A
GBR,A,"Agriculture,hunting and forestry",2015,168.653,A
GBR,A,"Agriculture,hunting and forestry",2016,169.146,A
GBR,A,"Agriculture,hunting and forestry",2017,172.0347,A
GBR,A,"Agriculture,hunting and forestry",2018,160.7968,A
GBR,A,"Agriculture,hunting and forestry",2019,149.995,A
GBR,A,"Agriculture,hunting and forestry",2020,153.4283,A
GRC,A,"Employees in Agriculture,hunting and forestry",2010,52.725, A
GRC,A,"Employees in Agriculture,hunting and forestry",2011,47.725, A
GRC,A,"Employees in Agriculture,hunting and forestry",2012,45.875, A
GRC,A,"Employees in Agriculture,hunting and forestry",2013,44.475, A
GRC,A,"Employees in Agriculture,hunting and forestry",2014,45.2, A
GRC,A,"Employees in Agriculture,hunting and forestry",2015,46.05, A
GRC,A,"Employees in Agriculture,hunting and forestry",2016,46.475, A
GRC,A,"Employees in Agriculture,hunting and forestry",2017,44.625, A
GRC,A,"Employees in Agriculture,hunting and forestry",2018,45.75, A
GRC,A,"Employees in Agriculture,hunting and forestry",2019,50.45, A
GRC,A,"Employees in Agriculture,hunting and forestry",2020,41.925, A
GRC,A,"Employees in Agriculture,hunting and forestry",2021,37.95, A
GRC,A,"Employees in Agriculture,hunting and forestry",2022,43.55, A
NLD,A,Construction,2010,328.975,F
NLD,A,Construction,2011,319.6,F
NLD,A,Construction,2012,321.025,F
NLD,A,Construction,2013,284.1,F
NLD,A,Construction,2014,269.2,F
NLD,A,Construction,2015,277.925,F
NLD,A,Construction,2016,271.2,F
NLD,A,Construction,2017,279.4,F
NLD,A,Construction,2018,279.6,F
NLD,A,Construction,2019,278.15,F
NLD,A,Construction,2020,268.85,F
NLD,A,Construction,2021,273.125,F
DNK,A,"Professional, scientific and technical activities",2010,105.2,M
DNK,A,"Professional, scientific and technical activities",2011,105.675,M
DNK,A,"Professional, scientific and technical activities",2012,103.125,M
DNK,A,"Professional, scientific and technical activities",2013,101.525,M
DNK,A,"Professional, scientific and technical activities",2014,105.625,M
DNK,A,"Professional, scientific and technical activities",2015,110.2,M
DNK,A,"Professional, scientific and technical activities",2016,117.175,M
DNK,A,"Professional, scientific and technical activities",2017,121.15,M
DNK,A,"Professional, scientific and technical activities",2018,133.875,M
DNK,A,"Professional, scientific and technical activities",2019,139.95,M
DNK,A,"Professional, scientific and technical activities",2020,132.975,M
DNK,A,"Professional, scientific and technical activities",2021,131.025,M
DNK,A,"Professional, scientific and technical activities",2022,137.5,M
NZL,A,Mining and quarrying,2010,7.0,B
NZL,A,Mining and quarrying,2011,7.0,B
NZL,A,Mining and quarrying,2012,6.0,B
NZL,A,Mining and quarrying,2013,6.0,B
NZL,A,Mining and quarrying,2014,7.0,B
NZL,A,Mining and quarrying,2015,6.0,B
NZL,A,Mining and quarrying,2016,4.0,B
NZL,A,Mining and quarrying,2017,4.0,B
NZL,A,Mining and quarrying,2018,5.0,B
NZL,A,Mining and quarrying,2019,5.0,B
NZL,A,Mining and quarrying,2020,5.0,B
NZL,A,Mining and quarrying,2021,5.0,B
NZL,A,Mining and quarrying,2022,6.0,B
SWE,A,Education,2010,478.5,P
SWE,A,Education,2011,491.075,P
SWE,A,Education,2012,503.175,P
SWE,A,Education,2013,508.075,P
SWE,A,Education,2014,522.2,P
SWE,A,Education,2015,540.1,P
SWE,A,Education,2016,552.625,P
SWE,A,Education,2017,562.975,P
SWE,A,Education,2018,568.3,P
SWE,A,Education,2019,577.2,P
SWE,A,Education,2020,559.475,P
SWE,A,Education,2021,552.5,P
SWE,A,Education,2022,557.35,P
TUR,A,Information and communication,2010,167.5,J
TUR,A,Information and communication,2011,177.8,J
TUR,A,Information and communication,2012,204.75,J
TUR,A,Information and communication,2013,218.3,J
TUR,A,Information and communication,2014,191.55,J
TUR,A,Information and communication,2015,213.625,J
TUR,A,Information and communication,2016,202.4,J
TUR,A,Information and communication,2017,211.125,J
TUR,A,Information and communication,2018,187.95,J
TUR,A,Information and communication,2019,193.425,J
TUR,A,Information and communication,2020,202.1,J
FIN,A,"Professional, scientific and technical activities",2010,120.425,M
FIN,A,"Professional, scientific and technical activities",2011,121.025,M
FIN,A,"Professional, scientific and technical activities",2012,123.325,M
FIN,A,"Professional, scientific and technical activities",2013,126.1,M
FIN,A,"Professional, scientific and technical activities",2014,129.725,M
FIN,A,"Professional, scientific and technical activities",2015,129.8,M
FIN,A,"Professional, scientific and technical activities",2016,120.475,M
FIN,A,"Professional, scientific and technical activities",2017,129.95,M
FIN,A,"Professional, scientific and technical activities",2018,136.375,M
FIN,A,"Professional, scientific and technical activities",2019,137.4,M
FIN,A,"Professional, scientific and technical activities",2020,152.9,M
FIN,A,"Professional, scientific and technical activities",2021,147.175,M
FIN,A,"Professional, scientific and technical activities",2022,152.125,M
GBR,A,Manufacturing,2010,2679.086,C 
GBR,A,Manufacturing,2011,2672.684,C 
GBR,A,Manufacturing,2012,2699.231,C 
GBR,A,Manufacturing,2013,2707.935,C 
GBR,A,Manufacturing,2014,2791.734,C 
GBR,A,Manufacturing,2015,2762.893,C 
GBR,A,Manufacturing,2016,2760.615,C 
GBR,A,Manufacturing,2017,2695.719,C 
GBR,A,Manufacturing,2018,2652.467,C 
GBR,A,Manufacturing,2019,2756.864,C 
GBR,A,Manufacturing,2020,2607.514,C 
GRC,A,Mining and quarrying,2010,11.975,B
GRC,A,Mining and quarrying,2011,9.475,B
GRC,A,Mining and quarrying,2012,9.85,B
GRC,A,Mining and quarrying,2013,8.75,B
GRC,A,Mining and quarrying,2014,10.425,B
GRC,A,Mining and quarrying,2015,9.325,B
GRC,A,Mining and quarrying,2016,11.925,B
GRC,A,Mining and quarrying,2017,11.4,B
GRC,A,Mining and quarrying,2018,10.95,B
GRC,A,Mining and quarrying,2019,12.1,B
GRC,A,Mining and quarrying,2020,10.475,B
GRC,A,Mining and quarrying,2021,10.675,B
GRC,A,Mining and quarrying,2022,11.675,B
SVN,A,Financial and insurance activities,2010,24.9,K
SVN,A,Financial and insurance activities,2011,27.8,K
SVN,A,Financial and insurance activities,2012,29.725,K
SVN,A,Financial and insurance activities,2013,24.2,K
SVN,A,Financial and insurance activities,2014,22.775,K
SVN,A,Financial and insurance activities,2015,22.575,K
SVN,A,Financial and insurance activities,2016,21.5,K
SVN,A,Financial and insurance activities,2017,20.975,K
SVN,A,Financial and insurance activities,2018,23.325,K
SVN,A,Financial and insurance activities,2019,24.275,K
SVN,A,Financial and insurance activities,2020,26.4,K
SVN,A,Financial and insurance activities,2021,21.75,K
SVN,A,Financial and insurance activities,2022,21.075,K
LUX,A,Activities of extraterritorial organisations and bodies,2010,12.175,U
LUX,A,Activities of extraterritorial organisations and bodies,2011,13.45,U
LUX,A,Activities of extraterritorial organisations and bodies,2012,14.325,U
LUX,A,Activities of extraterritorial organisations and bodies,2013,14.75,U
LUX,A,Activities of extraterritorial organisations and bodies,2014,17.2,U
LUX,A,Activities of extraterritorial organisations and bodies,2015,13.825,U
LUX,A,Activities of extraterritorial organisations and bodies,2016,14.975,U
LUX,A,Activities of extraterritorial organisations and bodies,2017,14.6,U
LUX,A,Activities of extraterritorial organisations and bodies,2018,17.95,U
LUX,A,Activities of extraterritorial organisations and bodies,2019,20.725,U
LUX,A,Activities of extraterritorial organisations and bodies,2020,16.05,U
LUX,A,Activities of extraterritorial organisations and bodies,2021,19.025,U
LUX,A,Activities of extraterritorial organisations and bodies,2022,19.825,U
PRT,A,Employees in Industry,2010,1153.45, B-F
PRT,A,Employees in Industry,2011,1097.65, B-F
PRT,A,Employees in Industry,2012,984.775, B-F
PRT,A,Employees in Industry,2013,906.825, B-F
PRT,A,Employees in Industry,2014,935.75, B-F
PRT,A,Employees in Industry,2015,968.175, B-F
PRT,A,Employees in Industry,2016,987.6, B-F
PRT,A,Employees in Industry,2017,1034.1, B-F
PRT,A,Employees in Industry,2018,1067.4, B-F
PRT,A,Employees in Industry,2019,1066.4, B-F
PRT,A,Employees in Industry,2020,1056.075, B-F
PRT,A,Employees in Industry,2021,1025.675, B-F
PRT,A,Employees in Industry,2022,1052.275, B-F
ISL,A,Human health and social work activities,2010,19.475,Q
ISL,A,Human health and social work activities,2011,18.4,Q
ISL,A,Human health and social work activities,2012,16.975,Q
ISL,A,Human health and social work activities,2013,18.475,Q
ISL,A,Human health and social work activities,2014,18.45,Q
ISL,A,Human health and social work activities,2015,19.25,Q
ISL,A,Human health and social work activities,2016,19.475,Q
ISL,A,Human health and social work activities,2017,20.625,Q
ISL,A,Human health and social work activities,2018,20.775,Q
ISL,A,Human health and social work activities,2019,21.675,Q
ISL,A,Human health and social work activities,2020,22.9,Q
ISL,A,Human health and social work activities,2021,23.25,Q
ISL,A,Human health and social work activities,2022,24.55,Q
BEL,A,Mining and quarrying,2012,6.425,B
TUR,A,"Water supply, sewerage, waste management and remediation activities",2010,40.25,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2011,62.75,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2012,60.225,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2013,67.2,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2014,81.125,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2015,77.05,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2016,70.425,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2017,63.325,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2018,87.475,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2019,92.35,E
TUR,A,"Water supply, sewerage, waste management and remediation activities",2020,83.45,E
FIN,A,Information and communication,2010,86.175,J
FIN,A,Information and communication,2011,91.175,J
FIN,A,Information and communication,2012,92.35,J
FIN,A,Information and communication,2013,91.175,J
FIN,A,Information and communication,2014,90.375,J
FIN,A,Information and communication,2015,94.625,J
FIN,A,Information and communication,2016,91.475,J
FIN,A,Information and communication,2017,93.125,J
FIN,A,Information and communication,2018,102.2,J
FIN,A,Information and communication,2019,112.075,J
FIN,A,Information and communication,2020,118.2,J
FIN,A,Information and communication,2021,113.325,J
FIN,A,Information and communication,2022,122.25,J
KOR,A,Employees in Industry,2010,5016.1, B-F
KOR,A,Employees in Industry,2011,5091.8, B-F
KOR,A,Employees in Industry,2012,5112.5, B-F
KOR,A,Employees in Industry,2013,5293.0, B-F
KOR,A,Employees in Industry,2014,5492.0, B-F
KOR,A,Employees in Industry,2015,5685.0, B-F
KOR,A,Employees in Industry,2016,5690.0, B-F
KOR,A,Employees in Industry,2017,5780.0, B-F
KOR,A,Employees in Industry,2018,5821.0, B-F
KOR,A,Employees in Industry,2019,5781.0, B-F
KOR,A,Employees in Industry,2020,5808.0, B-F
KOR,A,Employees in Industry,2021,5866.0, B-F
KOR,A,Employees in Industry,2022,6038.0, B-F
ISL,A,"Employees in all activities  , Employees",2010,144.0, A-U
ISL,A,"Employees in all activities  , Employees",2011,144.325, A-U
ISL,A,"Employees in all activities  , Employees",2012,144.625, A-U
ISL,A,"Employees in all activities  , Employees",2013,150.45, A-U
ISL,A,"Employees in all activities  , Employees",2014,155.325, A-U
ISL,A,"Employees in all activities  , Employees",2015,160.975, A-U
ISL,A,"Employees in all activities  , Employees",2016,167.675, A-U
ISL,A,"Employees in all activities  , Employees",2017,171.025, A-U
ISL,A,"Employees in all activities  , Employees",2018,174.625, A-U
ISL,A,"Employees in all activities  , Employees",2019,177.65, A-U
ISL,A,"Employees in all activities  , Employees",2020,171.975, A-U
ISL,A,"Employees in all activities  , Employees",2021,171.75, A-U
ISL,A,"Employees in all activities  , Employees",2022,184.05, A-U
AUT,A,"Electricity, gas, steam and air conditioning supply",2010,25.85,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2011,30.325,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2012,25.95,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2013,27.575,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2014,30.175,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2015,30.05,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2016,28.375,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2017,30.125,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2018,27.075,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2019,25.75,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2020,29.475,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2021,27.675,D
AUT,A,"Electricity, gas, steam and air conditioning supply",2022,28.15,D
NLD,A,Financial and insurance activities,2010,206.525,K
NLD,A,Financial and insurance activities,2011,208.125,K
NLD,A,Financial and insurance activities,2012,208.45,K
NLD,A,Financial and insurance activities,2013,236.1,K
NLD,A,Financial and insurance activities,2014,229.15,K
NLD,A,Financial and insurance activities,2015,217.025,K
NLD,A,Financial and insurance activities,2016,216.7,K
NLD,A,Financial and insurance activities,2017,205.475,K
NLD,A,Financial and insurance activities,2018,206.1,K
NLD,A,Financial and insurance activities,2019,196.4,K
NLD,A,Financial and insurance activities,2020,193.6,K
NLD,A,Financial and insurance activities,2021,237.15,K
NLD,A,Human health and social work activities,2010,1239.45,Q
NLD,A,Human health and social work activities,2011,1243.725,Q
NLD,A,Human health and social work activities,2012,1246.2,Q
NLD,A,Human health and social work activities,2013,1206.05,Q
NLD,A,Human health and social work activities,2014,1168.125,Q
NLD,A,Human health and social work activities,2015,1155.175,Q
NLD,A,Human health and social work activities,2016,1159.55,Q
NLD,A,Human health and social work activities,2017,1134.375,Q
NLD,A,Human health and social work activities,2018,1166.4,Q
NLD,A,Human health and social work activities,2019,1220.1,Q
NLD,A,Human health and social work activities,2020,1223.075,Q
NLD,A,Human health and social work activities,2021,1411.55,Q
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2010,118.375,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2011,126.45,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2012,127.925,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2013,125.875,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2014,113.225,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2015,114.625,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2016,112.725,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2017,107.3,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2018,106.65,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2019,113.95,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2020,108.825,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2021,79.35,T
PRT,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2022,87.275,T
NZL,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2010,299.0,G
NZL,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2011,298.0,G
